Fecha Orden;CodVenta;CodTienda;CodProducto;CodCliente;Cantidad;Precio;Coste;%IVA
1/02/2026;241008;66;477;210122;3;4.99;1.8663;21
1/02/2026;241009;528;582;210123;2;1700.99;1082.51;8
1/02/2026;241010;302;222;210124;3;34.99;13.0863;10
1/02/2026;241011;159;362;210125;3;2049.0982;1105.81;8
1/02/2026;241012;461;491;210126;2;53.99;41.5723;21
1/02/2026;241013;23;357;210127;1;2319.99;1265.6195;8
1/02/2026;241014;24;489;210128;4;53.99;41.5723;8
1/02/2026;241015;647;478;210129;4;9.99;3.7363;8
1/02/2026;241016;142;382;210130;3;1120.49;713.0798;21
1/02/2026;241017;528;228;210131;2;49.99;38.4923;10
1/02/2026;241018;528;217;210132;3;34.99;13.0863;10
1/02/2026;241019;626;592;210133;3;564.99;308.2179;8
1/02/2026;241020;143;581;210134;2;1700.99;1082.51;8
1/02/2026;241021;395;463;210135;;24.49;9.1593;21
1/02/2026;241022;256;485;210136;4;21.98;8.2205;21
1/02/2026;241023;313;359;210137;3;2294.99;1251.9813;4
1/02/2026;241024;98;485;210138;1;21.98;8.2205;8
1/02/2026;241025;626;479;210139;3;8.99;3.3623;21
1/02/2026;241026;296;528;210140;3;4.99;1.8663;8
1/02/2026;241027;405;480;210141;2;2.29;0.8565;21
1/02/2026;241028;411;481;210142;3;8.99;3.3623;4
1/02/2026;241029;411;477;210143;3;4.99;1.8663;21
1/02/2026;241030;98;490;210144;4;53.99;41.5723;4
1/02/2026;241031;98;234;210145;4;49.99;38.4923;8
1/02/2026;241032;514;538;210146;4;21.49;8.0373;4
1/02/2026;241033;333;355;210147;3;2319.99;1265.6195;21
1/02/2026;241034;23;479;210148;1;8.99;3.3623;8
1/02/2026;241035;241;537;210149;2;35;13.09;10
1/02/2026;241036;143;539;210150;1;24.99;9.3463;8
1/02/2026;241037;2;489;210151;2;53.99;41.5723;4
1/02/2026;241038;513;535;210152;4;24.99;9.3463;4
1/02/2026;241039;159;390;210153;2;1120.49;713.0798;4
1/02/2026;241040;2;528;210154;4;4.99;1.8663;4
1/02/2026;241041;386;479;210155;3;8.99;3.3623;8
1/02/2026;241042;241;528;210156;1;4.99;1.8663;8
1/02/2026;241043;190;483;210157;2;120;44.88;21
1/02/2026;241044;386;214;210158;2;34.99;13.0863;8
1/02/2026;241045;585;225;210159;2;8.99;6.9223;8
1/02/2026;241046;514;528;210160;2;4.99;1.8663;8
1/02/2026;241047;411;540;210161;2;32.6;12.1924;8
1/02/2026;241048;159;490;210162;3;53.99;41.5723;8
1/02/2026;241049;195;574;210163;4;2384.07;1481.9379;10
1/02/2026;241050;287;528;210164;1;4.99;1.8663;4
1/02/2026;241051;537;357;210165;3;2319.99;1265.6195;8
1/02/2026;241052;190;379;210166;2;2181.5625;1320.6838;8
1/02/2026;241053;474;478;210167;4;9.99;3.7363;10
1/02/2026;241054;357;529;210168;1;3.99;1.4923;10
1/02/2026;241055;98;474;210169;3;69.99;26.1763;10
1/02/2026;241056;585;530;210170;1;4.99;1.8663;4
1/02/2026;241057;626;222;210171;3;34.99;13.0863;10
1/02/2026;241058;45;478;210172;1;9.99;3.7363;8
1/02/2026;241059;212;528;210173;3;4.99;1.8663;21
1/02/2026;241060;526;540;210174;4;32.6;12.1924;21
1/02/2026;241061;287;225;210175;2;8.99;6.9223;8
1/02/2026;241062;45;490;210176;1;53.99;41.5723;4
1/02/2026;241063;585;388;210177;3;1120.49;713.0798;8
1/02/2026;241064;514;480;210178;4;2.29;0.8565;8
1/02/2026;241065;525;359;210179;4;2294.99;1251.9813;21
1/02/2026;241066;296;571;210180;2;742.35;461.4448;10
1/02/2026;241067;190;477;210181;4;4.99;1.8663;4
1/02/2026;241068;154;222;210182;3;34.99;13.0863;4
1/02/2026;241069;523;363;210183;2;2294.99;1251.9813;4
1/02/2026;241070;24;478;210184;3;9.99;3.7363;4
1/02/2026;241071;572;529;210185;2;3.99;1.4923;4
1/02/2026;241072;35;480;210186;4;2.29;0.8565;4
1/02/2026;241073;176;214;210187;3;34.99;13.0863;8
1/02/2026;241074;635;222;210188;3;34.99;13.0863;4
1/02/2026;241075;286;479;210189;2;8.99;3.3623;4
1/02/2026;241076;561;214;210190;1;34.99;13.0863;8
1/02/2026;241077;525;474;210191;2;69.99;26.1763;8
1/02/2026;241078;98;356;210192;1;2071.4196;1117.8559;4
1/02/2026;241079;491;214;210193;2;34.99;13.0863;21
1/02/2026;241080;585;530;210194;2;4.99;1.8663;10
1/02/2026;241081;212;528;210195;3;4.99;1.8663;8
1/02/2026;241082;626;477;210196;3;4.99;1.8663;4
1/02/2026;241083;258;478;210197;1;9.99;3.7363;8
1/02/2026;241084;50;384;210198;4;1120.49;713.0798;8
1/02/2026;241085;561;537;210199;2;35;13.09;10
1/02/2026;241086;526;357;210200;4;2319.99;1265.6195;4
1/02/2026;241087;164;529;210201;4;3.99;1.4923;21
1/02/2026;241088;626;234;210202;4;49.99;38.4923;8
1/02/2026;241089;513;479;210203;3;8.99;3.3623;21
1/02/2026;241090;491;530;210204;2;4.99;1.8663;4
1/02/2026;241091;552;217;210205;2;34.99;13.0863;4
1/02/2026;241092;23;214;210206;4;34.99;13.0863;10
1/02/2026;241093;513;475;210207;4;69.99;26.1763;4
1/02/2026;241094;256;536;210208;4;29.99;11.2163;8
1/02/2026;241095;333;541;210209;3;28.99;10.8423;4
1/02/2026;241096;75;480;210210;4;2.29;0.8565;8
1/02/2026;241097;66;361;210211;1;2294.99;1251.9813;21
1/02/2026;241098;258;222;210212;4;34.99;13.0863;8
1/02/2026;241099;23;480;210213;3;2.29;0.8565;8
1/02/2026;241100;572;477;210214;4;4.99;1.8663;21
1/02/2026;241101;386;353;210215;4;2319.99;1265.6195;8
1/02/2026;241102;176;237;210216;2;49.99;38.4923;8
1/02/2026;241103;528;539;210217;2;24.99;9.3463;4
1/02/2026;241104;514;540;210218;3;32.6;12.1924;8
1/02/2026;241105;643;540;210219;3;32.6;12.1924;21
1/02/2026;241106;492;530;210220;3;4.99;1.8663;4
1/02/2026;241107;296;477;210221;2;4.99;1.8663;8
1/02/2026;241108;537;479;210222;4;8.99;3.3623;8
1/02/2026;241109;295;537;210223;4;35;13.09;4
1/02/2026;241110;313;357;210224;3;2319.99;1265.6195;10
1/02/2026;241111;461;478;210225;3;9.99;3.7363;4
1/02/2026;241112;514;541;210226;2;28.99;10.8423;10
1/02/2026;241113;256;528;210227;2;4.99;1.8663;8
1/02/2026;241114;213;477;210228;4;4.99;1.8663;4
1/02/2026;241115;176;214;210229;1;34.99;13.0863;8
1/02/2026;241116;287;477;210230;4;4.99;1.8663;8
1/02/2026;241117;561;573;210231;4;2384.07;1481.9379;10
1/02/2026;241118;491;222;210232;1;34.99;13.0863;21
1/02/2026;241119;93;479;210233;1;8.99;3.3623;4
1/02/2026;241120;514;476;210234;3;69.99;26.1763;8
1/02/2026;241121;552;473;210235;3;63.5;23.749;8
1/02/2026;241122;159;478;210236;1;9.99;3.7363;21
1/02/2026;241123;456;528;210237;4;4.99;1.8663;4
1/02/2026;241124;525;217;210238;2;34.99;13.0863;21
1/02/2026;241125;487;487;210239;1;54.99;20.5663;8
1/02/2026;241126;287;480;210240;4;2.29;0.8565;8
1/02/2026;241127;258;480;210241;4;2.29;0.8565;21
1/02/2026;241128;295;310;210242;2;3578.27;2171.2942;8
1/02/2026;241129;173;478;210243;3;9.99;3.7363;10
1/02/2026;241130;256;479;210244;1;8.99;3.3623;10
1/02/2026;241131;525;485;210245;2;21.98;8.2205;8
1/02/2026;241132;98;214;210246;4;34.99;13.0863;21
1/02/2026;241133;159;465;210247;4;24.49;9.1593;8
1/02/2026;241134;302;389;210248;2;1000.4375;605.6492;21
1/02/2026;241135;626;225;210249;3;8.99;6.9223;4
1/02/2026;241136;357;477;210250;3;4.99;1.8663;8
1/02/2026;241137;545;225;210251;4;8.99;6.9223;8
1/02/2026;241138;256;225;210252;3;8.99;6.9223;8
1/02/2026;241139;176;222;210253;1;34.99;13.0863;8
1/02/2026;241140;351;566;210254;2;742.35;461.4448;4
1/02/2026;241141;50;489;210255;1;53.99;41.5723;8
1/02/2026;241142;405;480;210256;1;2.29;0.8565;21
1/02/2026;241143;149;477;210257;3;4.99;1.8663;8
1/02/2026;241144;585;386;210258;3;1120.49;713.0798;8
1/02/2026;241145;351;214;210259;4;34.99;13.0863;4
1/02/2026;241146;50;539;210260;4;24.99;9.3463;21
1/02/2026;241147;241;485;210261;3;21.98;8.2205;21
1/02/2026;241148;75;538;210262;4;21.49;8.0373;21
1/02/2026;241149;234;598;210263;3;539.99;294.5797;4
1/02/2026;241150;561;225;210264;4;8.99;6.9223;8
1/02/2026;241151;572;475;210265;4;69.99;26.1763;8
1/02/2026;241152;306;528;210266;4;4.99;1.8663;8
1/02/2026;241153;526;214;210267;1;34.99;13.0863;8
1/02/2026;241154;9;479;210268;1;8.99;3.3623;10
1/02/2026;241155;50;487;210269;4;54.99;20.5663;10
1/02/2026;241156;523;536;210270;1;29.99;11.2163;4
1/02/2026;241157;416;359;210271;4;2294.99;1251.9813;8
1/02/2026;241158;287;589;210272;3;769.49;419.7784;10
1/02/2026;241159;585;370;210273;2;2443.35;1518.7864;8
1/02/2026;241160;306;487;210274;1;54.99;20.5663;4
1/02/2026;241161;45;335;210275;2;782.99;486.7066;8
1/02/2026;241162;264;536;210276;4;29.99;11.2163;4
1/02/2026;241163;66;479;210277;2;8.99;3.3623;8
1/02/2026;241164;444;225;210278;3;8.99;6.9223;21
1/02/2026;241165;142;537;210279;4;35;13.09;8
1/02/2026;241166;491;214;210280;2;34.99;13.0863;8
1/02/2026;241167;195;477;210281;3;4.99;1.8663;8
