Fecha Orden;CodVenta;CodTienda;CodProducto;CodCliente;Cantidad;Precio;Coste;%IVA
1/03/2026;458690;647;477;427804;3;4.99;1.8663;4
1/03/2026;458691;212;370;427805;1;2443.35;1518.7864;4
1/03/2026;458692;537;528;427806;1;4.99;1.8663;8
1/03/2026;458693;93;479;427807;3;8.99;3.3623;4
1/03/2026;458694;50;539;427808;4;24.99;9.3463;8
1/03/2026;458695;585;478;427809;4;9.99;3.7363;8
1/03/2026;458696;50;382;427810;4;1120.49;713.0798;8
1/03/2026;458697;176;535;427811;1;24.99;9.3463;21
1/03/2026;458698;526;314;427812;2;3578.27;2171.2942;8
1/03/2026;458699;234;600;427813;1;539.99;294.5797;8
1/03/2026;458700;405;237;427814;4;49.99;38.4923;8
1/03/2026;458701;561;478;427815;3;9.99;3.7363;4
1/03/2026;458702;95;388;427816;1;1120.49;713.0798;10
1/03/2026;458703;528;225;427817;4;8.99;6.9223;21
1/03/2026;458704;405;478;427818;1;9.99;3.7363;4
1/03/2026;458705;256;535;427819;1;24.99;9.3463;21
1/03/2026;458706;50;485;427820;1;21.98;8.2205;8
1/03/2026;458707;585;540;427821;1;32.6;12.1924;21
1/03/2026;458708;98;225;427822;2;8.99;6.9223;8
1/03/2026;458709;405;485;427823;3;21.98;8.2205;8
1/03/2026;458710;545;575;427824;2;2384.07;1481.9379;8
1/03/2026;458711;302;234;427825;1;49.99;38.4923;4
1/03/2026;458712;295;479;427826;3;8.99;3.3623;8
1/03/2026;458713;143;234;427827;2;49.99;38.4923;8
1/03/2026;458714;626;584;427828;2;539.99;343.6496;21
1/03/2026;458715;241;477;427829;4;4.99;1.8663;10
1/03/2026;458716;154;234;427830;3;49.99;38.4923;4
1/03/2026;458717;154;375;427831;1;2181.5625;1320.6838;8
1/03/2026;458718;154;222;427832;1;34.99;13.0863;8
1/03/2026;458719;164;225;427833;4;8.99;6.9223;21
1/03/2026;458720;416;217;427834;3;34.99;13.0863;8
1/03/2026;458721;50;380;427835;3;2443.35;1554.9479;21
1/03/2026;458722;461;485;427836;1;21.98;8.2205;21
1/03/2026;458723;24;479;427837;3;8.99;3.3623;4
1/03/2026;458724;287;536;427838;1;29.99;11.2163;21
1/03/2026;458725;386;528;427839;2;4.99;1.8663;4
1/03/2026;458726;66;357;427840;1;2319.99;1265.6195;4
1/03/2026;458727;572;480;427841;1;2.29;0.8565;4
1/03/2026;458728;286;362;427842;3;2049.0982;1105.81;8
1/03/2026;458729;98;487;427843;4;54.99;20.5663;4
1/03/2026;458730;456;217;427844;2;34.99;13.0863;4
1/03/2026;458731;286;528;427845;2;4.99;1.8663;21
1/03/2026;458732;491;528;427846;3;4.99;1.8663;4
1/03/2026;458733;190;222;427847;3;34.99;13.0863;4
1/03/2026;458734;513;561;427848;4;2384.07;1481.9379;8
1/03/2026;458735;313;582;427849;1;1700.99;1082.51;4
1/03/2026;458736;142;222;427850;4;34.99;13.0863;4
1/03/2026;458737;93;529;427851;1;3.99;1.4923;21
1/03/2026;458738;95;540;427852;1;32.6;12.1924;8
1/03/2026;458739;98;539;427853;4;24.99;9.3463;8
1/03/2026;458740;601;477;427854;2;4.99;1.8663;4
1/03/2026;458741;313;604;427855;4;539.99;343.6496;4
1/03/2026;458742;523;228;427856;3;49.99;38.4923;8
1/03/2026;458743;523;222;427857;3;34.99;13.0863;8
1/03/2026;458744;444;484;427858;1;7.95;2.9733;10
1/03/2026;458745;45;528;427859;1;4.99;1.8663;21
1/03/2026;458746;24;539;427860;3;24.99;9.3463;8
1/03/2026;458747;487;214;427861;1;34.99;13.0863;21
1/03/2026;458748;474;528;427862;2;4.99;1.8663;8
1/03/2026;458749;635;589;427863;4;769.49;419.7784;8
1/03/2026;458750;164;374;427864;2;2443.35;1554.9479;21
1/03/2026;458751;93;605;427865;1;539.99;343.6496;4
1/03/2026;458752;549;477;427866;1;4.99;1.8663;21
1/03/2026;458753;545;528;427867;4;4.99;1.8663;8
1/03/2026;458754;487;480;427868;1;2.29;0.8565;8
1/03/2026;458755;549;538;427869;2;21.49;8.0373;4
1/03/2026;458756;295;485;427870;4;21.98;8.2205;8
1/03/2026;458757;643;369;427871;3;2443.35;1518.7864;10
1/03/2026;458758;98;484;427872;3;7.95;2.9733;21
1/03/2026;458759;149;237;427873;3;49.99;38.4923;4
1/03/2026;458760;231;467;427874;2;24.49;9.1593;4
1/03/2026;458761;287;228;427875;2;49.99;38.4923;10
1/03/2026;458762;528;536;427876;3;29.99;11.2163;8
1/03/2026;458763;98;528;427877;1;4.99;1.8663;21
1/03/2026;458764;286;479;427878;3;8.99;3.3623;8
1/03/2026;458765;456;491;427879;3;53.99;41.5723;8
1/03/2026;458766;525;590;427880;1;769.49;419.7784;8
1/03/2026;458767;513;352;427881;2;2071.4196;1117.8559;8
1/03/2026;458768;561;528;427882;2;4.99;1.8663;4
1/03/2026;458769;545;530;427883;2;4.99;1.8663;10
1/03/2026;458770;395;489;427884;1;53.99;41.5723;8
1/03/2026;458771;491;528;427885;2;4.99;1.8663;4
1/03/2026;458772;213;222;427886;3;34.99;13.0863;8
1/03/2026;458773;45;217;427887;2;34.99;13.0863;8
1/03/2026;458774;50;378;427888;1;2443.35;1554.9479;4
1/03/2026;458775;195;540;427889;4;32.6;12.1924;21
1/03/2026;458776;98;225;427890;3;8.99;6.9223;8
1/03/2026;458777;411;528;427891;4;4.99;1.8663;21
1/03/2026;458778;23;487;427892;1;54.99;20.5663;4
1/03/2026;458779;75;228;427893;1;49.99;38.4923;8
1/03/2026;458780;142;605;427894;3;539.99;343.6496;4
1/03/2026;458781;552;382;427895;4;1120.49;713.0798;21
1/03/2026;458782;159;217;427896;4;34.99;13.0863;8
1/03/2026;458783;523;477;427897;4;4.99;1.8663;10
1/03/2026;458784;264;329;427898;4;782.99;486.7066;8
1/03/2026;458785;456;479;427899;3;8.99;3.3623;8
1/03/2026;458786;514;214;427900;1;34.99;13.0863;21
1/03/2026;458787;234;477;427901;1;4.99;1.8663;4
1/03/2026;458788;149;382;427902;4;1120.49;713.0798;21
1/03/2026;458789;190;480;427903;4;2.29;0.8565;8
1/03/2026;458790;487;491;427904;4;53.99;41.5723;10
1/03/2026;458791;75;535;427905;2;24.99;9.3463;8
1/03/2026;458792;23;528;427906;2;4.99;1.8663;21
1/03/2026;458793;234;538;427907;4;21.49;8.0373;21
1/03/2026;458794;526;529;427908;4;3.99;1.4923;4
1/03/2026;458795;241;467;427909;4;24.49;9.1593;4
1/03/2026;458796;258;225;427910;2;8.99;6.9223;4
1/03/2026;458797;601;540;427911;3;32.6;12.1924;8
1/03/2026;458798;395;528;427912;1;4.99;1.8663;8
1/03/2026;458799;386;480;427913;4;2.29;0.8565;8
1/03/2026;458800;492;474;427914;3;69.99;26.1763;8
1/03/2026;458801;23;529;427915;1;3.99;1.4923;8
1/03/2026;458802;514;528;427916;1;4.99;1.8663;8
1/03/2026;458803;149;473;427917;3;63.5;23.749;4
1/03/2026;458804;149;478;427918;4;9.99;3.7363;21
1/03/2026;458805;98;482;427919;3;8.99;3.3623;8
1/03/2026;458806;258;485;427920;1;21.98;8.2205;4
1/03/2026;458807;213;538;427921;2;21.49;8.0373;8
1/03/2026;458808;456;348;427922;1;3374.99;1898.0944;10
1/03/2026;458809;395;217;427923;2;34.99;13.0863;8
1/03/2026;458810;306;467;427924;2;24.49;9.1593;8
1/03/2026;458811;35;604;427925;1;539.99;343.6496;8
1/03/2026;458812;643;564;427926;2;2384.07;1481.9379;8
1/03/2026;458813;24;374;427927;4;2443.35;1554.9479;21
1/03/2026;458814;528;536;427928;2;29.99;11.2163;8
1/03/2026;458815;159;368;427929;4;2443.35;1518.7864;8
1/03/2026;458816;93;576;427930;3;2384.07;1481.9379;10
1/03/2026;458817;142;580;427931;3;1700.99;1082.51;8
1/03/2026;458818;411;360;427932;4;2049.0982;1105.81;4
1/03/2026;458819;231;463;427933;3;24.49;9.1593;10
1/03/2026;458820;526;478;427934;1;9.99;3.7363;8
1/03/2026;458821;492;528;427935;1;4.99;1.8663;21
1/03/2026;458822;545;225;427936;1;8.99;6.9223;21
1/03/2026;458823;164;214;427937;4;34.99;13.0863;8
1/03/2026;458824;306;537;427938;1;35;13.09;10
1/03/2026;458825;492;535;427939;3;24.99;9.3463;4
1/03/2026;458826;98;477;427940;1;4.99;1.8663;4
1/03/2026;458827;647;480;427941;2;2.29;0.8565;8
1/03/2026;458828;626;485;427942;3;21.98;8.2205;8
1/03/2026;458829;195;580;427943;4;1700.99;1082.51;8
1/03/2026;458830;24;222;427944;2;34.99;13.0863;4
1/03/2026;458831;98;485;427945;4;21.98;8.2205;8
1/03/2026;458832;45;352;427946;4;2071.4196;1117.8559;8
1/03/2026;458833;287;369;427947;4;2443.35;1518.7864;4
1/03/2026;458834;212;536;427948;2;29.99;11.2163;4
1/03/2026;458835;154;477;427949;4;4.99;1.8663;4
1/03/2026;458836;537;214;427950;3;34.99;13.0863;8
1/03/2026;458837;296;528;427951;1;4.99;1.8663;4
1/03/2026;458838;635;528;427952;1;4.99;1.8663;8
1/03/2026;458839;643;488;427953;3;53.99;41.5723;21
1/03/2026;458840;213;477;427954;3;4.99;1.8663;8
1/03/2026;458841;474;529;427955;2;3.99;1.4923;8
1/03/2026;458842;513;214;427956;4;34.99;13.0863;4
1/03/2026;458843;190;485;427957;4;21.98;8.2205;4
1/03/2026;458844;351;480;427958;1;2.29;0.8565;8
1/03/2026;458845;195;537;427959;4;35;13.09;4
1/03/2026;458846;212;479;427960;4;8.99;3.3623;8
1/03/2026;458847;643;217;427961;4;34.99;13.0863;4
1/03/2026;458848;264;538;427962;3;21.49;8.0373;4
1/03/2026;458849;2;214;427963;4;34.99;13.0863;4
1/03/2026;458850;572;579;427964;4;1214.85;755.1508;8
1/03/2026;458851;286;484;427965;1;7.95;2.9733;4
1/03/2026;458852;234;529;427966;2;3.99;1.4923;21
1/03/2026;458853;313;480;427967;3;2.29;0.8565;4
1/03/2026;458854;395;580;427968;2;1700.99;1082.51;21
1/03/2026;458855;635;485;427969;1;21.98;8.2205;10
1/03/2026;458856;395;583;427970;1;1700.99;1082.51;10
1/03/2026;458857;195;606;427971;1;539.99;343.6496;10
1/03/2026;458858;416;541;427972;2;28.99;10.8423;21
1/03/2026;458859;552;486;427973;2;159;59.466;21
1/03/2026;458860;176;217;427974;1;34.99;13.0863;8
1/03/2026;458861;525;225;427975;3;8.99;6.9223;8
1/03/2026;458862;306;225;427976;3;8.99;6.9223;21
1/03/2026;458863;386;528;427977;1;4.99;1.8663;4
1/03/2026;458864;456;490;427978;2;53.99;41.5723;8
1/03/2026;458865;514;217;427979;2;34.99;13.0863;4
1/03/2026;458866;98;529;427980;4;3.99;1.4923;21
1/03/2026;458867;456;477;427981;4;4.99;1.8663;10
1/03/2026;458868;444;477;427982;3;4.99;1.8663;8
1/03/2026;458869;461;222;427983;3;34.99;13.0863;10
1/03/2026;458870;647;386;427984;3;1120.49;713.0798;4
1/03/2026;458871;231;480;427985;2;2.29;0.8565;8
1/03/2026;458872;258;537;427986;1;35;13.09;21
1/03/2026;458873;190;606;427987;1;539.99;343.6496;8
1/03/2026;458874;287;214;427988;1;34.99;13.0863;8
1/03/2026;458875;474;487;427989;3;54.99;20.5663;4
1/03/2026;458876;395;314;427990;2;3578.27;2171.2942;21
1/03/2026;458877;190;539;427991;4;24.99;9.3463;8
1/03/2026;458878;149;477;427992;3;4.99;1.8663;4
1/03/2026;458879;256;476;427993;3;69.99;26.1763;8
1/03/2026;458880;296;539;427994;1;24.99;9.3463;8
1/03/2026;458881;552;537;427995;3;35;13.09;4
1/03/2026;458882;2;528;427996;4;4.99;1.8663;8
1/03/2026;458883;241;535;427997;3;24.99;9.3463;8
1/03/2026;458884;241;535;427998;2;24.99;9.3463;8
1/03/2026;458885;213;529;427999;1;3.99;1.4923;8
1/03/2026;458886;643;388;428000;3;1120.49;713.0798;4
1/03/2026;458887;258;217;428001;3;34.99;13.0863;4
1/03/2026;458888;537;480;428002;4;2.29;0.8565;4
1/03/2026;458889;561;536;428003;3;29.99;11.2163;21
1/03/2026;458890;549;538;428004;3;21.49;8.0373;4
1/03/2026;458891;492;225;428005;2;8.99;6.9223;21
1/03/2026;458892;526;484;428006;3;7.95;2.9733;10
1/03/2026;458893;213;465;428007;3;24.49;9.1593;8
1/03/2026;458894;513;529;428008;3;3.99;1.4923;10
1/03/2026;458895;302;222;428009;2;34.99;13.0863;8
1/03/2026;458896;287;361;428010;2;2294.99;1251.9813;4
1/03/2026;458897;405;528;428011;1;4.99;1.8663;4
1/03/2026;458898;143;374;428012;2;2443.35;1554.9479;21
1/03/2026;458899;572;388;428013;2;1120.49;713.0798;10
1/03/2026;458900;492;354;428014;3;2071.4196;1117.8559;8
1/03/2026;458901;302;528;428015;3;4.99;1.8663;10
1/03/2026;458902;386;214;428016;3;34.99;13.0863;8
1/03/2026;458903;256;382;428017;3;1120.49;713.0798;8
1/03/2026;458904;351;217;428018;4;34.99;13.0863;4
1/03/2026;458905;549;214;428019;1;34.99;13.0863;21
1/03/2026;458906;492;475;428020;4;69.99;26.1763;4
1/03/2026;458907;234;528;428021;3;4.99;1.8663;4
1/03/2026;458908;395;581;428022;2;1700.99;1082.51;4
1/03/2026;458909;256;536;428023;4;29.99;11.2163;4
1/03/2026;458910;241;225;428024;1;8.99;6.9223;8
1/03/2026;458911;258;536;428025;1;29.99;11.2163;8
1/03/2026;458912;513;222;428026;3;34.99;13.0863;4
1/03/2026;458913;66;217;428027;4;34.99;13.0863;21
1/03/2026;458914;190;528;428028;4;4.99;1.8663;8
1/03/2026;458915;626;530;428029;1;4.99;1.8663;4
1/03/2026;458916;416;530;428030;2;4.99;1.8663;8
1/03/2026;458917;35;311;428031;2;3578.27;2171.2942;8
1/03/2026;458918;333;528;428032;3;4.99;1.8663;10
1/03/2026;458919;549;487;428033;2;54.99;20.5663;8
1/03/2026;458920;491;310;428034;2;3578.27;2171.2942;21
1/03/2026;458921;585;596;428035;4;539.99;294.5797;4
1/03/2026;458922;258;488;428036;2;53.99;41.5723;10
1/03/2026;458923;24;357;428037;2;2319.99;1265.6195;8
1/03/2026;458924;333;325;428038;4;782.99;486.7066;21
1/03/2026;458925;9;580;428039;1;1700.99;1082.51;8
1/03/2026;458926;93;489;428040;1;53.99;41.5723;21
1/03/2026;458927;492;480;428041;4;2.29;0.8565;8
1/03/2026;458928;93;234;428042;3;49.99;38.4923;4
1/03/2026;458929;405;361;428043;3;2294.99;1251.9813;8
1/03/2026;458930;528;345;428044;1;3399.99;1912.1544;8
1/03/2026;458931;306;225;428045;1;8.99;6.9223;8
1/03/2026;458932;456;222;428046;4;34.99;13.0863;4
1/03/2026;458933;302;537;428047;1;35;13.09;8
1/03/2026;458934;45;477;428048;2;4.99;1.8663;4
1/03/2026;458935;287;480;428049;3;2.29;0.8565;4
1/03/2026;458936;143;480;428050;4;2.29;0.8565;8
1/03/2026;458937;306;352;428051;3;2071.4196;1117.8559;8
1/03/2026;458938;35;474;428052;2;69.99;26.1763;4
1/03/2026;458939;545;485;428053;4;21.98;8.2205;10
1/03/2026;458940;525;313;428054;2;3578.27;2171.2942;4
1/03/2026;458941;416;217;428055;4;34.99;13.0863;4
1/03/2026;458942;176;537;428056;1;35;13.09;4
1/03/2026;458943;241;479;428057;1;8.99;3.3623;8
1/03/2026;458944;386;535;428058;4;24.99;9.3463;4
1/03/2026;458945;173;606;428059;2;539.99;343.6496;4
1/03/2026;458946;264;472;428060;1;63.5;23.749;8
1/03/2026;458947;313;530;428061;2;4.99;1.8663;8
1/03/2026;458948;647;386;428062;2;1120.49;713.0798;21
1/03/2026;458949;491;312;428063;3;3578.27;2171.2942;4
1/03/2026;458950;98;605;428064;4;539.99;343.6496;4
1/03/2026;458951;313;529;428065;1;3.99;1.4923;8
1/03/2026;458952;523;568;428066;2;742.35;461.4448;10
1/03/2026;458953;585;537;428067;1;35;13.09;4
1/03/2026;458954;213;567;428068;1;742.35;461.4448;8
1/03/2026;458955;444;529;428069;1;3.99;1.4923;21
1/03/2026;458956;357;217;428070;4;34.99;13.0863;8
1/03/2026;458957;264;477;428071;4;4.99;1.8663;8
1/03/2026;458958;523;376;428072;1;2443.35;1554.9479;10
1/03/2026;458959;231;540;428073;3;32.6;12.1924;8
